filename,number,datetime,text,title,edited
audio_158@20-08-2024_12-40-54.ogg,158,2024-08-20 12:40:54,"So I want to ask you for a favor, when you want to do something please first try to find the process document and if you cannot find a process document for the thing you do please let me know and then it means that we should create one or you can ask hey I cannot find a process document for this thing do you think we have one or should I create one and once we have a process document that describes exactly each step that you need to make then you go ahead and do this so please don't improvise unless it's necessary so then this way we if we do it this way we will avoid like different mistakes errors yeah so it's fine indeed sometimes we need to improvise but for now let's try to first find a process document a relevant process document and then if we don't we see what we should do about that",Process Documentation Guidelines,"I would like to ask you for a favor. When you want to do something, please first try to locate the relevant process document. 

If you cannot find a process document related to your task, please let me know. This indicates that we may need to create one. Alternatively, you can ask, ""I cannot find a process document for this task—do we have one, or should I create it?""

Once we have a process document that clearly outlines each step required, you can proceed with your task. 

Please avoid improvising unless absolutely necessary. Following this approach will help us minimize mistakes and errors. While there are times when improvisation is needed, let's prioritize finding the appropriate process document first. If we can't find one, we can then determine the next steps."
"audio_159@21-08-2024_10-12-24.ogg,audio_160@21-08-2024_10-12-35.ogg,audio_161@21-08-2024_10-12-48.ogg","159,160,161",2024-08-21 10:12:24,"So, if you need to pay an invoice, I'll explicitly tell you that you need to do that. Usually, either I already pay and just get an invoice as a result of that, or, yeah, I pay it myself. So, for example, from Valeria, when I get an invoice from Valeria, then, yeah, I just pay it myself. Because you also don't have access to all the tools. So, I use VICE for that. It doesn't matter. Many things I do myself. And then, what you need to do is just declare the expenses, make sure they are in the spreadsheet. And usually, if something is in the spreadsheet, it's already paid. And when you need to pay for something, then I explicitly ask you to do that. And then there is a process document for doing that, how you need to pay in FINOM. What do you mean incoming invoices are not in Venom? like i don't think they should be there or what exactly what do you exactly mean",Payment Process and Invoice Management,"If you need to pay an invoice, I will specify that you need to do so. Typically, I either pay the invoice upfront and receive a confirmation later, or I handle the payment directly. For example, when I receive an invoice from Valeria, I pay it myself since you don’t have access to all the necessary tools.

I primarily use VICE for this process, but ultimately, I manage many tasks personally. Your responsibility is to declare the expenses and ensure they are recorded in the spreadsheet. Generally, if an expense appears in the spreadsheet, it's already been paid. 

When you need to pay for something, I will clearly instruct you to take action. There is also a process document available that outlines the steps for making payments in FINOM. 

Regarding your comment about incoming invoices not being in Venom, could you clarify your concerns? I'm uncertain if they should be included or what you mean specifically."
"audio_162@21-08-2024_11-25-25.ogg,audio_163@21-08-2024_11-26-07.ogg","162,163",2024-08-21 11:25:25,"Please don't use Google. This is outdated. I recently sent you a link to, I think, VICE. And in VICE, we can select a specific date at which the transaction happened. Specific day. And then we can know the rate, exchange rate, on that day. Because with Google, it gives you the exchange rate today, but that thing was in the past. For now, actually, maybe it's okay. I don't think it changed significantly over a month. But please update the process document. Or we actually should create a new process document that shows how to convert currencies with historical rates. And then we can simply link that process document in the process document you show in the screencast video. I think the deleted one was a duplicate, accidental duplicate, so please remove the line from the spreadsheet.",Currency Conversion Process Update,"Please avoid using Google for currency conversion, as it provides outdated information. Instead, I recently shared a link to VICE, which allows us to select a specific date for the transaction. This way, we can accurately find the historical exchange rate for that particular day.

While the current rates may not have changed significantly over the past month, it is essential to update the process document. Alternatively, we should consider creating a new process document that outlines how to convert currencies using historical rates. We can then link this new document in the existing process document that you presented in the screencast video.

Additionally, I believe the deleted item in the spreadsheet was an accidental duplicate. Please remove that line to streamline our records."
audio_164@21-08-2024_11-27-51.ogg,164,2024-08-21 11:27:51,"Everything looks fine, please also check in Finom and in Revolut if we had any income or expenses that are not reflected in the bookkeeping spreadsheet. So if there was a payment in Finom or Revolut but it's not there, we need to add it and also make sure we have an invoice for that in Dropbox. And likewise, if there is incoming money, it's very important to also declare this. I think I mentioned that this is super important, more important than anything else, that we do not forget to include any income we received. So please go through Finom and Revolut and see what are the transactions for that month and if there are any transactions that are not in the spreadsheet. Not all the transactions are in Finom and Revolut, because sometimes I pay from my personal card, sometimes I make... Like sometimes payments do not come from Revolut or Finom and this is fine, but like if there is any incoming things, we need to make sure they are in the bookkeeping document.",Financial Review and Reconciliation,"Please check Finom and Revolut for any income or expenses that are not recorded in the bookkeeping spreadsheet. If you find any payments in these accounts that are missing from the spreadsheet, we need to add those entries and ensure we have corresponding invoices saved in Dropbox.

It is crucial to declare any incoming money accurately. This aspect is extremely important; we must not overlook including any income we received. 

Take the time to review the transactions in Finom and Revolut for this month to identify any discrepancies with our records. Keep in mind that not all transactions will appear in these accounts. There are instances when I make payments using my personal card, and some payments might not originate from either Finom or Revolut. 

However, we must ensure that any incoming funds are documented in the bookkeeping records to maintain accuracy."
audio_165@21-08-2024_11-28-52.ogg,165,2024-08-21 11:28:52,"Also, I think I already asked you, and you probably do that already, but in case I didn't and you didn't do this, let's create a document that describes how exactly we do the reports. Like very similar to, or like even better, maybe let's create a template in Trello that step-by-step describes what exactly we need to do, right? And then, like for you, next time you do it, you just clone a template and you just tick all the boxes until it's done, then it should be way easier for you to follow that.",Creating a Reporting Template in Trello,"I think I might have asked you this before, but just in case, let’s create a document that outlines how we generate our reports. 

It would be even more effective to develop a step-by-step template in Trello that clearly describes each part of the reporting process. 

This way, the next time you work on it, you can simply clone the template, check off the necessary tasks, and complete it more easily."
"audio_166@21-08-2024_18-52-57.ogg,audio_167@21-08-2024_18-53-45.ogg,audio_168@21-08-2024_18-53-55.ogg","166,167,168",2024-08-21 18:52:57,"For this one, it's very important to add only those who opted in so when they register There is a checkbox subscribe to Datadogs Club newsletter. So we select only those who ticked that checkbox So for that one, we should check which one we haven't uploaded, but we should do this too for every event. And I'm not sure if Francis was doing this or not, so we will need to check to look back and see for which events we did not do this and retroactively do this for past events. So for now add this to Todo and for now only do it for all the new events. But yeah, we will do this in the future. So instead of Eventbrite, it should be Luma, but with Luma it's possible to do all that. No, Pavel does not work with us anymore.",Important Updates on Registration Process,"For the registration process, it's crucial to include only those who have opted in. When individuals register, they should see a checkbox to subscribe to Datadog's Club newsletter. We should only select those who have ticked that checkbox.

To ensure we are compliant, we need to check which events haven't had this process uploaded. This is something we should implement for every event moving forward. I'm unsure if Francis has been handling this, so we will need to review previous events to determine which ones lack this step and address it retroactively.

For now, please add this task to our to-do list and focus initially on the new events. Going forward, we'll handle this for past events as well.

Additionally, instead of using Eventbrite for registrations, we will switch to Luma. Unlike Eventbrite, Luma allows us to manage this subscription process effectively. Please note that Pavel is no longer working with us."
audio_169@21-08-2024_18-56-05.ogg,169,2024-08-21 18:56:05,"Yeah, so let's check with the Natasha what they actually want to do if they want we of course like if they want to do both newsletter and Workshop we can of course do both and Yeah, you can send them available dates for newsletter and then With newsletter just maybe ask them what date would be The best one and then select a few around that day. Don't don't just send them all we have Right. We don't want to show them that we're kind of too available that there are too many open slots, right? so we don't want that and with the workshop the same like ask them what they When they want to do this and then we can pick any of the Tuesdays for that",Planning the Newsletter and Workshop,"Let's check with Natasha to determine what they actually want to do. If they are interested, we can certainly handle both the newsletter and the workshop. 

For the newsletter, please send them the available dates and ask which date would work best for them. It's important to select only a few dates around their preferred day rather than sending them all the available options. We want to avoid giving the impression that we're overly available with too many open slots.

Regarding the workshop, we should also inquire about their preferred timeframe. We can then choose any of the Tuesdays for that event."
audio_170@21-08-2024_19-37-40.ogg,170,2024-08-21 19:37:40,"I got a request from our account manager that you want to reduce your working hours. It's totally fine. I just want to know how, what does it mean in practice? Do you want to work one day less? Or you'll work less every day? Or, yeah, just want to know your availability.",Adjustment of Working Hours,"I received a request from our account manager regarding your desire to reduce your working hours. That's completely understandable. 

I would like to clarify what this means in practical terms. Are you looking to work one day less each week, or would you prefer to reduce your hours on a daily basis? 

Please let me know your availability so we can make the necessary arrangements."
audio_171@22-08-2024_12-42-33.ogg,171,2024-08-22 12:42:33,"Usually in this case I ask, so it looks like they are a company, usually I ask if they want to support our community and if they do, if they do want, then of course there is a possibility to do some sponsored event.",Support for Our Community,"In this case, I typically ask if the company is interested in supporting our community. If they express interest, we can explore the possibility of organizing a sponsored event."
"audio_172@23-08-2024_09-38-34.ogg,audio_173@23-08-2024_09-39-09.ogg,audio_174@23-08-2024_09-39-45.ogg","172,173,174",2024-08-23 09:38:34,"Oh wait, why do you want to announce it from my LinkedIn? So please check with Valeria how do we usually do this on LinkedIn. So you usually don't use my LinkedIn unless I ask you this could be for reaching out to speakers to guests and very Occasionally I might ask you to post something from my LinkedIn, but typically Valeria is doing it from my LinkedIn But you on the other hand Can post and should post from the Data Talks Club LinkedIn and for that you should already have access if you don't Yeah, let's figure it out So when you go to LinkedIn, what happened in the past is sometimes we would create an event but instead of online it would be offline. So you need to go there open it and verify that this is actually online not offline and there is a link to our YouTube channel and not some random link. And if we don't have a process document when you do that please create a process document for that as well.",LinkedIn Posting Guidelines,"I want to clarify why you should check with Valeria before announcing anything from my LinkedIn. Generally, my LinkedIn account isn't used without my request. This account is mainly for reaching out to speakers and guests, with occasional posts done at my request. Valeria typically manages my LinkedIn activity.

In contrast, you should regularly post from the Data Talks Club LinkedIn account. You should already have access to it; if not, let's resolve that issue. 

When using LinkedIn, it's important to verify event details. In the past, we’ve mistakenly listed events as offline instead of online. Make sure to check that the event is correctly marked as online and that it includes a link to our YouTube channel, rather than an irrelevant link.

If we don’t have a process document for these tasks, please create one."
audio_175@23-08-2024_09-52-38.ogg,175,2024-08-23 09:52:38,So what I meant is we just tried like similar to what you do with announcement it's like you do the same in LinkedIn so with LinkedIn events They don't really they didn't really work In terms of attracting people so we stopped doing them at some point,LinkedIn Events Strategy,"We tried using LinkedIn events similarly to how announcements work. However, we found that they didn't effectively attract people. As a result, we decided to stop organizing them at some point."
"audio_176@23-08-2024_09-55-30.ogg,audio_177@23-08-2024_09-55-54.ogg","176,177",2024-08-23 09:55:30,"Can you please check if this checkbox was ticked in other events that have already happened? I'm just wondering what was there. Maybe we use this as a replacement for actually creating a post on social media, on LinkedIn, and also on Twitter for that. And yeah, please check with Valeria what should be the templates for these announcements. But we definitely should make posts on LinkedIn and on Twitter about the events we schedule. And yeah, it's okay. What I want to say is please also update the templates so they are up to date because they might not be right now. For Twitter I think you should have login credentials right now, they were shared in the chat with Valeria, but if you need me to put any code to share any code with you or share anything let me know.",Social Media Posting Strategy,"Could you please check if the checkbox was ticked for other events that have already taken place? I'm curious about what was included there. We might consider using this information as a replacement for creating new posts on social media, specifically on LinkedIn and Twitter.

Additionally, please consult with Valeria about the templates we should use for these announcements. It’s essential that we create posts on LinkedIn and Twitter regarding the events we have scheduled.

Furthermore, please update the templates to ensure they are current, as they may not be accurate at this moment. 

For Twitter, I believe you already have the login credentials, which were shared in the chat with Valeria. However, if you need any code or assistance, just let me know."
audio_178@23-08-2024_10-06-48.ogg,178,2024-08-23 10:06:48,"I want to make sure that you now can do the podcasting content, meaning that after it went live and after it was edited, you can schedule it on Spotify for podcasters. And after it's scheduled, you can create a page on our website with a transcript. So we also need to create the transcript. So I want to make sure you can do these things now. Because this needs to happen every week. And we're a bit behind with some unpublished podcast episodes. So please don't forget to schedule the next episode. I think we should have some edited files already. Yeah, let me know if we don't. Because there was a break, like one month maybe. We might not have any edited podcast episodes. But at least check. And if we do, schedule the next one for Friday, meaning today, 7 p.m. And be careful with the time zone. And also make sure we have the podcast transcription for the one and a podcast page for the previous one with Christopher. And also, you can already prepare the podcast transcription for the new one that you're about to schedule today. And when it's scheduled, remember that there is a task to get links from Spotify, from Apple Podcasts, from YouTube and publish a new page. So then we can include it in the new newsletter on Monday.",Podcasting Content Management,"I want to ensure that you are fully capable of managing our podcasting content. This includes scheduling episodes on Spotify for Podcasters after they have been edited and published. 

We also need to create a dedicated page on our website that includes the transcript for each episode. It’s important that you can handle these tasks consistently, as they need to happen weekly. We are currently behind on some unpublished podcast episodes, so please remember to schedule the next episode.

I believe we should already have some edited files available. If you're unsure, let me know, as there has been a break of about a month, and we may not have any edited podcast episodes ready. However, if we do have them, please schedule the next episode for today, Friday, at 7 p.m. Be mindful of the time zone.

Additionally, ensure that we have the podcast transcription and a dedicated page for the previous episode featuring Christopher. You can also start preparing the podcast transcription for the new episode that you’ll be scheduling today.

Once the new episode is scheduled, remember to gather links from Spotify, Apple Podcasts, and YouTube. After that, we can publish a new page, which we will include in our newsletter on Monday."
audio_179@23-08-2024_11-02-05.ogg,179,2024-08-23 11:02:05,"So it might be also confusing when I say please make sure everything is documented you might think okay, what do I need document? What do I need what I needed? I do not need to document Like extra information that is not in process documents that are more like contextual to give context You can for now just put it to like I saw you already put it to your notes Also in the onboarding document, we will figure out how to structure the onboarding document later But like I just want to make sure that everything I say is not lost So you if you don't need know where to put the information that might be important just put it to the onboarding document and then we will find the better place for this or maybe just create a Document with notes where you put your notes and then for each piece of information We will figure out what's the best place where to put it But I just want to make sure that like when I record something a video or a voice note That it gets documented it gets saved somewhere. So then I don't need to say it again and when we Let's say I want to hire help for you like get a second person that the the idea I have in mind is that they just can go through these documents and Have all the context all the information That they need so they will not need to struggle as much as you do with all this Like mess that we have right? So we just want to have more organized and all the information that I say I Want to organize it in such a way that it's easily accessible and readable. So the person can independently read that and Perhaps maybe define it if something is not clear. But yeah, I want our documentation to be In a way better state than it's currently now, of course, there's a lot of work to go there. But at least This is what I have in mind",Organizing Documentation for Clarity,"I understand it might be confusing when I say, ""please make sure everything is documented."" You might wonder what exactly needs to be documented. It's important to note that you don't need to include extra information that is outside of the process documents; instead, focus on context that provides clarity.

For now, you can place any relevant context into your notes or the onboarding document. We will determine how to structure the onboarding document later. My priority is to ensure that everything I communicate is not lost in the process. If you’re unsure where to record important information, feel free to put it into the onboarding document for now. 

Alternatively, we can consider creating a separate document for notes. This way, you can consolidate all your notes, and later we can decide the best locations for each piece of information. The key takeaway is that when I record a video or a voice note, it needs to be documented and saved somewhere. This approach will prevent me from having to repeat myself.

If we decide to hire another person to assist you, my intention is for them to have access to these documents, so they can easily find all the context and information they need. This would alleviate some of the challenges you currently face with the disorganization we have.

Overall, I want our documentation to be in a much more organized and accessible format. This will allow any team member to read through and comprehend the information independently, and they can seek clarification if something is unclear. Although there is a substantial amount of work to do in this regard, this is my vision for our documentation."
audio_180@23-08-2024_18-23-35.ogg,180,2024-08-23 18:23:35,"So with Elena, we agreed on the 10th of September at 1 p.m. At 1 o'clock my time So I already created an event, but it's a placeholder. You need to give it a proper name and Yeah, don't worry about that. I know you're overwhelmed with all the stuff happening. It's okay. So don't worry about that Right now it's in the calendar So please take care When you're back next week just Give it a proper name add zoom links And check like the other process documents from the webinar template",Meeting Coordination with Elena,"We agreed to meet with Elena on the 10th of September at 1 p.m. my time. I have already created a placeholder event in the calendar. 

Please give it a proper name when you have the chance. I understand that you might be feeling overwhelmed with everything happening, so there's no need to stress about it right now. 

When you're back next week, please take care of renaming the event, adding the Zoom links, and reviewing the other process documents from the webinar template."
"audio_181@26-08-2024_09-55-41.ogg,audio_182@26-08-2024_09-55-55.ogg","181,182",2024-08-26 09:55:41,"Yeah, so when you go to the right in our schedule, you will see that there are slots for Book of the Week. So they are usually from Monday to Thursday, and then on Friday we announce the winners. Sometimes it takes a bit more time, so it's from Monday till Friday. The idea there is not like a live event, but it's just a time when people can go to Slack and ask the questions, ask the authors some questions and they answer. So this is a synchronous event, unlike other events. So yeah, please update the process documents so it's clear how to do that.",Book of the Week Schedule,"In our schedule, you'll notice designated slots for the Book of the Week, which typically span from Monday to Thursday. On Fridays, we announce the winners; however, this process may occasionally extend until Friday if needed.

This event is not designed to be live. Instead, it serves as a dedicated time for participants to engage by asking questions in Slack, where authors will respond directly. 

It's important to ensure that the process documents are updated for clarity on how to participate."
"audio_183@26-08-2024_10-12-39.ogg,audio_184@26-08-2024_10-13-14.ogg","183,184",2024-08-26 10:12:39,"Yeah, I don't know why there is this date. We can just send it as is and our accountants will figure it out. The one that you find confusing, I think this is either when we converted some money from USD to EUR, could be one explanation. Another explanation could be when when our clients pay with a credit card and the money gets to a so-called merchant account and we need to get this money out of this merchant account to the main account, Revolute account. We can have that. And in Finom we also see transactions from Revolute, not always, but sometimes. Sometimes it stops working, so we also need to check Revolute to make sure there are no missing transactions, but this one is a Revolute one because there is this R icon. So yeah, you can continue preparing the invoice, even though there are discrepancies with the dates, it's fine. As long as the PDF is there, it's fine. But for the next ones, we should try to make it consistent.",Financial Transaction Clarifications,"I'm not sure why this date is causing confusion. We can send it as is, and our accountants will figure it out. One potential explanation for the discrepancy could be related to currency conversion when we change money from USD to EUR. 

Another possibility is linked to how our clients pay with a credit card. In such cases, the funds first go to a merchant account, and we then need to transfer that money to our main Revolut account. 

Additionally, we sometimes see transactions from Revolut in Finom, but not always. Occasionally, the connection stops working, so we need to verify in Revolut to ensure there are no missing transactions. It's worth noting that this particular transaction is from Revolut, indicated by the R icon. 

You can proceed with preparing the invoice despite the date discrepancies; as long as the PDF is included, it should be fine. However, for future transactions, we should aim for greater consistency."
audio_185@26-08-2024_12-26-00.ogg,185,2024-08-26 12:26:00,"No, I don't think so. I don't think we usually ask authors about that. What we do is we ask them to send us a link about the book and then from the link we get everything. I think there are process documents that describe how to get an image, how to like how to exactly fill the form. So as long as we have either a name of the book or the link to the book page, we can find everything we need and usually if we have the name of the book we just look it up in Google and find all we need.",Book Submission Process,"We typically don't ask authors specific questions about their books. Instead, we request that they send us a link to the book. From that link, we can gather all the necessary information.

There are process documents available that outline how to obtain an image and provide detailed instructions for filling out the submission form. As long as we have either the name of the book or a link to the book page, we can find everything we need.

In most cases, if we have the name of the book, we simply look it up on Google to collect all the relevant details."
audio_186@26-08-2024_12-50-54.ogg,186,2024-08-26 12:50:54,"Regarding the email you just sent, we, as I mentioned, maybe you forgot, it's okay, don't worry. Instead of sending them a zip archive, like it says in the process document, we need to upload that archive to using a special link. I have sent you that link, you can also find it in your email, I have forwarded you. We probably have to do somewhere to update this process document, so please find that and update the zip archive and then also reply to the email saying, follow up on that email saying that, yeah, we also uploaded the zip archive to the, like I don't remember how this link is called, but there.",Updating the Process for Zip Archive Submission,"Regarding the email you just sent, I want to clarify the process for submitting the zip archive. Instead of sending it in email, as mentioned in the process document, we actually need to upload it using a special link. 

I have sent you that link, and you can also find it in the email I forwarded to you. 

Additionally, we should update the process document to reflect this change. Please find the document and make the necessary updates regarding the zip archive submission.

Finally, please reply to the original email to confirm that we have uploaded the zip archive using the specified link."
audio_187@26-08-2024_17-40-41.ogg,187,2024-08-26 17:40:41,"I think Quack already has a slot. Remind them, maybe they forgot. I'm referring to the email from Amit regarding the slot. But from what I see, we don't have anything to suggest them, because it's already taken.",Slot Availability Reminder,"I believe Quack already has a slot. We should remind them, as they may have forgotten. 

I'm referring to the email from Amit concerning the slot. However, based on what I see, we currently don’t have any alternatives to suggest to them since it's already taken."
audio_188@26-08-2024_18-37-30.ogg,188,2024-08-26 18:37:30,"At some point I was explaining to you how we can schedule open source spotlight events when it's outside of my typical hours. So here Marissa sent an invite, but what you need to do is, I don't know if for you now makes sense to go back and try to find what I told you last time, I'll just simply repeat. So you use the Calendly link for scheduling, you schedule it to any random time, or you can ask the guests to schedule on any random time, because they need to fill in some information. And then there's also a Zoom link, which is important, because it has to be our Zoom link, so we have the recording, and then you simply, once it's created, you simply move it to the time we agreed, right? So please do that, and while I'm not rejecting this one, for actual, until you create it, and when you create it, I can reject it and we'll just use what you created, or what they will create and you move, okay? And we should have some sort of process document, because I already described you this, I'm describing it again, I don't want to, like we should just have it in writing somewhere, so I don't need to say it again. Okay? Yeah, thank you.",Open Source Spotlight Events Scheduling,"At some point, I was explaining how we can schedule open source spotlight events outside of my typical hours. Marissa sent an invite, but I want to clarify the process for you. 

You can use the Calendly link to schedule the event. You have the option to choose any random time or ask the guests to select a time that works for them, as they will need to provide some information. It's important to use our specific Zoom link for the meeting to ensure we have the recording.

Once the event is created, please move it to the agreed-upon time. While I'm not rejecting Marissa's invite, I suggest you create the new event. After that, I can reject the original invite, and we can proceed with the one you created.

Additionally, we should have a process document outlining this procedure. I’ve explained it to you before, and it would be helpful to have it in writing so that I don’t have to repeat it. Thank you!"
audio_189@27-08-2024_09-36-59.ogg,189,2024-08-27 09:36:59,"So this is, we use this one when we already agreed that the person wants to speak. The process is first we just want to approach a person, reach out to them and ask if they are interested in general. So we don't already propose the time when we don't know yet if they want to speak at all. So before that, you need to reach out to them on LinkedIn, add in a personalized message and you should find this message also somewhere in templates or in process documents.",Engaging Potential Speakers,"When we want to invite a person to speak, we first ensure that they have already expressed interest. The initial step involves reaching out to them to gauge their interest in participating.

Before proposing any specific time slots, we should connect with the individual on LinkedIn. It's important to include a personalized message when sending the connection request. 

You can find suggested templates for these messages in our process documents."
audio_190@27-08-2024_12-34-51.ogg,190,2024-08-27 12:34:51,There should be something Similar but for LinkedIn. So all we have right now is their LinkedIn profile So there should be a process document and if we don't let's create one If we don't have it in this process document what Should be happening or this is how we do it. Usually Is you sent a connection request with a note and in the note you wrote You write something like hey your profile looks very interesting We want to invite you for podcast slash workshop slash webinar in our case. It's a workshop Where we want to talk more about your experience are you interested in learning more something like that,LinkedIn Connection Process,"There should be a process document for LinkedIn, similar to what we have for other platforms. Currently, all we have is the LinkedIn profile connection process.

If this document does not exist, we should create one. Typically, the procedure involves sending a connection request along with a personalized note. 

In the note, you might say something like, ""Hi, your profile looks very interesting! We'd like to invite you to our workshop, where we can discuss your experience in more detail. Are you interested in learning more?"" This approach encourages engagement and makes the invite feel more personal."
audio_191@27-08-2024_12-36-14.ogg,191,2024-08-27 12:36:14,"There should be a process document that describes how to add ads in general like promotions and Perhaps we can have a similar one for influencer marketing if you think it's necessary What I want to do is to have them discoverable, so let's say when you look for something We can easily find what you need so We can maybe think how to make that one discoverable when you have a task like the one I sent",Ad Placement and Discoverability Process,"We need to create a process document that outlines how to add ads, including promotions. This could improve clarity and efficiency in our advertising efforts. 

Additionally, we might consider developing a similar document for influencer marketing if it's deemed necessary. 

The goal is to ensure that all processes are easily discoverable. For instance, when searching for specific tasks, users should be able to find the information they need quickly. 

We should brainstorm ways to enhance the discoverability of these documents, particularly for tasks similar to the one I previously sent."
"audio_192@27-08-2024_13-03-18.ogg,audio_193@27-08-2024_13-03-50.ogg","192,193",2024-08-27 13:03:18,"Yeah, you need to do that every time there is like a new thing, like a new podcast and so on. Also for ParadeDB please take a look at the messages before you edit because there are... Yesterday took a bit of time to get started so you need to cut out quite a lot. So you need to look for something like here we actually start and you need to remove pretty much everything before except the introduction but I think you'll figure it out once you start on that.",Editing Instructions for Podcast and ParadeDB,"For each new podcast episode, ensure that you edit the transcript to reflect the new content clearly. 

Regarding ParadeDB, please review the messages thoroughly before editing. There may be a considerable amount of preliminary content that needs to be cut. For example, yesterday we spent a bit of time before actually getting started, so you will need to eliminate most of the initial content. 

Focus on identifying where the actual discussion begins and retain only the necessary introduction. I believe you will manage to navigate through it once you begin the editing process."
audio_194@27-08-2024_13-25-05.ogg,194,2024-08-27 13:25:05,I just forwarded you a message for a newsletter promotion. This is what we usually start two weeks before. We probably have a process document. So there what we do is we first create a copy of a template and I think you can see how we do it. And then we also attach this visual guide. I don't like that we actually attach it. I think what we can do is upload it to our shared drive and make it public for everyone and then just share the link. So for now you can just send it to Amit with attachment but later please let's revise the template and also include it as a link because it's heavy. We don't want to send it in attachment every time. So probably it's better to just put it to a link and share the link.,Newsletter Promotion Process,"I just forwarded you a message regarding a newsletter promotion. We typically begin this process two weeks in advance. We probably have a process document outlining our steps.

First, we create a copy of the template, which you can review. Additionally, we usually attach a visual guide, but I believe it would be better to upload it to our shared drive and make it publicly accessible. We can then simply share the link instead of sending it as an attachment.

For now, please send it to Amit with the attachment. However, later on, let's revise the template and include the visual guide as a link. This approach will help us avoid sending heavy attachments every time."
audio_195@27-08-2024_13-34-49.ogg,195,2024-08-27 13:34:49,"Also, I want you to focus this week on getting through all the podcast stuff, especially the transcription part, because we are slowly getting back on speed with all the podcast episodes. So I hope soon we'll have at least one podcast episode per week. And this is probably one of the most complex things we have. So it would be good if you don't feel overwhelmed about that anymore. So yeah, please make this a priority to figure this out. And also, of course, like there are other things that are important, especially everything that is related to sponsors. So that is even more important, but then please make the podcast a priority and then the rest. We still have some time for submitting our next tax declaration. I think we can do it next week. So for this week, let's try to figure out the podcast stuff. And then for the tax declaration next week, I hope it will be easier for you. And then as I said, stuff with sponsorship usually takes priority over everything else. Which means like answering Amit and sending them the documents is the most important thing right now. By documents, I mean this visual guide, and then you figure out the podcast stuff and then everything else. And yeah, please don't forget to send me reports. I just want to know if you're stuck with something and yeah, I'll be happy to help.",Podcast Priorities and Upcoming Tasks,"This week, I want you to focus on completing all the podcast-related tasks, particularly the transcription part. We're slowly getting back on track with our podcast episodes, and my hope is that we will soon have at least one new episode each week. I understand this is one of the most complex aspects of our work, so please try not to feel overwhelmed and prioritize figuring it out.

Additionally, while the podcast is important, we need to ensure all tasks related to sponsors receive attention as well. Sponsor-related activities take precedence over everything else. Therefore, after addressing podcast tasks, please prioritize answering Amit and sending the necessary documents.

Regarding our next tax declaration, we still have some time. I believe we can complete it next week, so for this week, let’s concentrate on the podcast tasks. I hope handling the tax declaration will be easier for you next week.

Lastly, please don’t forget to send me regular reports. I want to stay informed if you encounter any obstacles, and I’m here to help whenever necessary."
audio_196@29-08-2024_20-19-30.ogg,196,2024-08-29 20:19:30,"I just noticed that you added the ParadeDB video to the open source spotlight playlist. We shouldn't add it there until it's fully ready. So I removed it from there. It's fine, don't worry. So the process is we upload it as unlisted, we send the link to the guests, they take a look. Of course, it should be an edited version, the one we send it. They take a look, they see if anything should be further edited, if not, they just send us the timestamps, right? We update the timestamps, we put the timestamps to the video, we schedule it and only then we add it to the playlist, okay? Please update the process documents so they reflect that. Or maybe there should be like a separate overview page with the process for open source spotlight where you can mention that.",Open Source Spotlight Video Process,"I noticed that you added the ParadeDB video to the Open Source Spotlight playlist. We should hold off on adding it there until it's fully ready, so I removed it for now. 

The process we follow is to upload the video as unlisted and then send the link to the guests. They will review the edited version we provide. If they have any further edits, they can send us the timestamps for adjustments.

Once we update the timestamps, we add them to the video and then schedule the release. Only at that point do we add the video to the playlist.

Please update the process documents to reflect these steps. It might also be helpful to create a separate overview page specifically for the Open Source Spotlight process."
"audio_197@31-08-2024_09-52-31.ogg,audio_198@31-08-2024_09-52-35.ogg","197,198",2024-08-31 09:52:31,yeah when you download the files so you don't do this through the browser when you download the files there is there will be a txt file and this is what you need Is it not mentioned in the process documents?,Downloading Files: Important Information,"When downloading the files, it's important to note that you should not use the browser. Instead, there will be a TXT file included in the download. This file contains essential information that is necessary for the process.

Please ensure that this aspect is clearly mentioned in the process documents, as it is crucial for proper execution."
"audio_199@02-09-2024_09-58-02.ogg,audio_200@02-09-2024_09-58-22.ogg","199,200",2024-09-02 09:58:02,"So the process is, you need to create a copy, like a special, we have a template, a document. You create a copy and then you send them and they fill it in. I think I forwarded you an email a while ago from Francis, so check how he did, so he created a copy and then he also included a PDF document and I asked you to upload this PDF document somewhere and instead of sending the PDF, send the link. Right now you can just send the PDF. Do this as soon as possible because we should have done this last week and they're still waiting for our response. and so in these cases when you are not sure what to answer please let me know as soon as possible do not wait for one week when I ping you you need to be practical",Process for Document Submission,"To begin, you need to create a copy using our template document. Once you've created this copy, send it to the recipient so they can fill it in. 

I forwarded you an email from Francis a while ago. Please take a moment to check how he handled the process. He not only created a copy but also included a PDF document. I requested that you upload this PDF somewhere and send the link instead of the file itself. 

It's important to address this promptly, as we should have completed this task last week, and they are still waiting for our response. 

In cases where you are unsure of how to respond, please reach out to me as soon as possible. Don't wait for a week; it's crucial to be practical and proactive in these situations."
